customer_id,segment,region,signup_date
C101269,Occasional,Midwest,2024-11-17
C101270,Mainstream,South,2023-04-14
C101271,Occasional,South,2022-12-19
C101272,Occasional,West,2023-02-11
C101273,Occasional,South,2023-07-26
C101274,Premium,South,2025-02-18
C101275,Mainstream,South,2024-03-09
C101276,Value Shopper,South,2023-10-06
C101277,Mainstream,West,2024-12-10
C101278,Value Shopper,Northeast,2023-12-12
C101279,Premium,Northeast,2023-08-19
C101280,Mainstream,West,2025-01-23
C101281,Occasional,South,2024-11-07
C101282,Mainstream,South,2024-11-02
C101283,Occasional,Midwest,2024-01-30
C101284,Value Shopper,Northeast,2024-09-18
C101285,Occasional,South,2023-04-27
C101286,Occasional,South,2024-03-21
C101287,Mainstream,Midwest,2025-02-28
C101288,Mainstream,Midwest,2023-07-29
C101289,Premium,West,2024-09-22
C101290,Value Shopper,Northeast,2024-01-12
C101291,Mainstream,West,2022-12-31
C101292,Mainstream,Northeast,2024-08-27
C101293,Value Shopper,South,2023-04-18
C101294,Mainstream,West,2024-05-09
C101295,Value Shopper,South,2023-02-07
C101296,Value Shopper,Midwest,2025-01-28
C101297,Value Shopper,South,2023-07-30
C101298,Occasional,Midwest,2023-06-05
C101299,Mainstream,Northeast,2023-03-16
C101300,Occasional,West,2025-01-27
C101301,Mainstream,South,2024-07-15
C101302,Mainstream,South,2024-08-09
C101303,Mainstream,Midwest,2024-01-19
C101304,Mainstream,Northeast,2023-12-30
C101305,Value Shopper,Northeast,2023-02-28
C101306,Mainstream,South,2024-03-10
C101307,Value Shopper,South,2023-06-22
C101308,Mainstream,South,2025-02-22
C101309,Premium,West,2024-09-24
C101310,Value Shopper,Northeast,2023-11-09
C101311,Value Shopper,Midwest,2023-04-03
C101312,Premium,Northeast,2024-09-15
C101313,Mainstream,Midwest,2023-03-10
C101314,Value Shopper,Northeast,2023-05-05
C101315,Occasional,West,2023-05-24
C101316,Value Shopper,Northeast,2024-03-07
C101317,Premium,West,2024-09-16
C101318,Occasional,Midwest,2023-08-18
C101319,Value Shopper,West,2023-02-06
C101320,Value Shopper,South,2023-12-22
C101321,Value Shopper,West,2024-08-14
C101322,Mainstream,Northeast,2023-06-01
C101323,Value Shopper,South,2023-05-31
C101324,Premium,West,2025-01-28
C101325,Value Shopper,Northeast,2025-02-03
C101326,Mainstream,Northeast,2025-03-06
C101327,Occasional,Midwest,2024-10-03
C101328,Occasional,West,2023-05-04
C101329,Mainstream,South,2023-05-24
C101330,Mainstream,South,2023-09-09
C101331,Mainstream,Northeast,2023-08-21
C101332,Mainstream,Northeast,2025-02-05
C101333,Mainstream,West,2024-09-18
C101334,Value Shopper,Northeast,2024-07-25
C101335,Occasional,South,2023-05-02
C101336,Mainstream,West,2024-12-28
C101337,Value Shopper,Northeast,2024-10-20
C101338,Mainstream,South,2023-04-14
C101339,Mainstream,Northeast,2024-11-26
C101340,Occasional,South,2023-07-14
C101341,Premium,Northeast,2023-02-03
C101342,Premium,South,2024-05-30
C101343,Value Shopper,Midwest,2024-05-27
C101344,Mainstream,Midwest,2023-02-15
C101345,Mainstream,South,2023-08-22
C101346,Value Shopper,Northeast,2025-03-07
C101347,Value Shopper,South,2024-06-17
C101348,Premium,Midwest,2024-07-30
C101349,Value Shopper,South,2023-05-25
C101350,Mainstream,Northeast,2023-02-02
C101351,Value Shopper,South,2023-07-18
C101352,Value Shopper,Northeast,2023-06-24
C101353,Value Shopper,Midwest,2023-06-12
C101354,Occasional,Northeast,2023-05-08
C101355,Occasional,South,2024-03-22
C101356,Occasional,Northeast,2023-08-29
C101357,Mainstream,West,2024-10-14
C101358,Value Shopper,West,2023-05-01
C101359,Mainstream,Northeast,2023-12-22
C101360,Mainstream,South,2022-12-09
C101361,Occasional,Northeast,2024-01-04
C101362,Value Shopper,Midwest,2023-01-13
C101363,Mainstream,South,2025-02-23
C101364,Value Shopper,South,2024-09-19
C101365,Mainstream,South,2024-01-11
C101366,Premium,Midwest,2023-02-08
C101367,Mainstream,Midwest,2024-04-06
C101368,Mainstream,Northeast,2024-08-23
C101369,Mainstream,South,2023-05-06
C101370,Mainstream,South,2024-03-17
C101371,Premium,South,2024-10-09
C101372,Occasional,Northeast,2024-08-31
C101373,Occasional,Midwest,2024-09-29
C101374,Premium,Midwest,2024-12-02
C101375,Mainstream,Northeast,2025-01-20
C101376,Premium,Midwest,2023-11-02
C101377,Mainstream,West,2024-03-17
C101378,Value Shopper,West,2024-09-19
C101379,Occasional,South,2024-07-03
C101380,Value Shopper,Midwest,2025-03-10
C101381,Occasional,Northeast,2022-12-09
C101382,Mainstream,West,2023-09-21
C101383,Mainstream,Northeast,2023-07-21
C101384,Premium,West,2023-07-05
C101385,Occasional,Midwest,2023-06-02
C101386,Mainstream,Midwest,2024-07-13
C101387,Mainstream,West,2023-02-07
C101388,Value Shopper,Northeast,2024-08-09
C101389,Mainstream,South,2024-06-30
C101390,Value Shopper,South,2023-06-26
C101391,Premium,Northeast,2023-06-27
C101392,Mainstream,Midwest,2024-05-06
C101393,Premium,South,2024-08-26
C101394,Value Shopper,South,2024-11-30
C101395,Value Shopper,Northeast,2024-11-10
C101396,Premium,West,2025-02-12
C101397,Value Shopper,Northeast,2024-03-28
C101398,Value Shopper,Northeast,2024-12-27
C101399,Value Shopper,Northeast,2024-10-04
C101400,Occasional,Northeast,2024-12-15
C101401,Premium,Northeast,2022-12-07
C101402,Mainstream,West,2025-02-13
C101403,Value Shopper,Midwest,2023-12-29
C101404,Mainstream,Northeast,2024-09-25
C101405,Premium,Northeast,2023-03-14
C101406,Premium,South,2023-10-25
C101407,Value Shopper,West,2023-07-13
C101408,Value Shopper,Northeast,2023-07-30
C101409,Value Shopper,Northeast,2023-03-11
C101410,Premium,Northeast,2024-10-02
C101411,Premium,Northeast,2022-12-05
C101412,Value Shopper,Northeast,2023-08-16
C101413,Value Shopper,Midwest,2023-04-23
C101414,Value Shopper,Northeast,2024-04-03
C101415,Occasional,South,2023-06-29
C101416,Value Shopper,Northeast,2023-07-03
C101417,Premium,West,2024-01-10
C101418,Mainstream,West,2024-05-26
C101419,Mainstream,South,2023-03-09
C101420,Value Shopper,Midwest,2023-04-24
C101421,Value Shopper,Midwest,2023-06-23
C101422,Mainstream,Midwest,2025-02-20
C101423,Premium,South,2023-10-26
C101424,Mainstream,Midwest,2024-04-11
C101425,Mainstream,West,2023-06-18
C101426,Value Shopper,West,2024-01-12
C101427,Occasional,Midwest,2023-01-29
C101428,Premium,South,2022-12-27
C101429,Value Shopper,Northeast,2023-12-25
C101430,Occasional,Northeast,2023-10-28
C101431,Mainstream,Midwest,2023-03-22
C101432,Mainstream,Northeast,2024-06-25
C101433,Premium,West,2025-03-08
C101434,Occasional,Northeast,2023-10-25
C101435,Premium,Midwest,2024-05-03
C101436,Value Shopper,South,2025-02-10
C101437,Mainstream,South,2024-10-23
C101438,Occasional,Midwest,2023-12-21
C101439,Value Shopper,West,2024-08-06
C101440,Mainstream,South,2023-03-15
C101441,Mainstream,Midwest,2024-01-30
C101442,Mainstream,Northeast,2023-07-19
C101443,Mainstream,Midwest,2023-04-12
C101444,Occasional,West,2023-11-20
C101445,Value Shopper,South,2023-03-17
C101446,Value Shopper,West,2024-07-04
C101447,Value Shopper,Midwest,2023-12-15
C101448,Occasional,Northeast,2024-02-15
C101449,Mainstream,Northeast,2023-03-30
C101450,Value Shopper,Midwest,2023-03-25
C101451,Occasional,South,2024-03-29
C101452,Occasional,South,2025-03-01
C101453,Occasional,Midwest,2023-02-16
C101454,Occasional,Midwest,2023-07-25
C101455,Value Shopper,Midwest,2024-11-24
C101456,Premium,Midwest,2023-01-27
C101457,Mainstream,Northeast,2024-11-29
C101458,Occasional,Northeast,2024-02-09
C101459,Premium,Northeast,2023-11-05
C101460,Premium,Northeast,2023-08-14
C101461,Premium,Northeast,2023-08-03
C101462,Value Shopper,Northeast,2023-08-11
C101463,Mainstream,South,2024-12-07
C101464,Occasional,Midwest,2024-07-25
C101465,Occasional,West,2024-06-10
C101466,Value Shopper,Northeast,2024-09-26
C101467,Value Shopper,Midwest,2023-07-01
C101468,Value Shopper,Midwest,2024-04-27
C101469,Premium,Northeast,2023-12-18
C101470,Occasional,West,2024-09-12
C101471,Value Shopper,Northeast,2023-08-14
C101472,Mainstream,West,2024-05-18
C101473,Occasional,West,2024-12-05
C101474,Premium,South,2023-10-31
C101475,Mainstream,South,2023-01-22
C101476,Mainstream,South,2024-02-02
C101477,Mainstream,Midwest,2023-09-13
C101478,Value Shopper,South,2024-06-12
C101479,Mainstream,Northeast,2025-01-31
C101480,Premium,Northeast,2024-01-07
C101481,Occasional,Midwest,2023-12-23
C101482,Mainstream,South,2024-05-28
C101483,Premium,West,2023-02-22
C101484,Value Shopper,Northeast,2023-06-28
C101485,Mainstream,West,2025-01-05
C101486,Value Shopper,Northeast,2024-06-10
C101487,Value Shopper,Midwest,2022-12-09
C101488,Premium,Midwest,2023-05-18
C101489,Occasional,Midwest,2024-06-21
C101490,Value Shopper,Northeast,2024-08-28
C101491,Mainstream,South,2024-10-30
C101492,Occasional,West,2023-07-30
C101493,Value Shopper,Midwest,2025-01-15
C101494,Mainstream,Midwest,2024-03-04
C101495,Premium,West,2024-07-02
C101496,Mainstream,South,2024-04-10
C101497,Value Shopper,Midwest,2023-03-10
C101498,Mainstream,Northeast,2025-02-11
C101499,Premium,West,2023-03-10
C101500,Mainstream,South,2023-06-29
C101501,Value Shopper,Northeast,2024-10-08
C101502,Premium,Northeast,2024-04-28
C101503,Value Shopper,West,2024-10-29
C101504,Premium,Northeast,2024-02-02
C101505,Value Shopper,West,2023-10-09
C101506,Occasional,Northeast,2025-01-07
C101507,Mainstream,South,2022-12-28
C101508,Mainstream,Midwest,2024-11-13
C101509,Value Shopper,Midwest,2023-06-09
C101510,Mainstream,West,2024-11-07
C101511,Occasional,Midwest,2023-03-24
C101512,Occasional,South,2024-03-27
C101513,Mainstream,Northeast,2024-12-10
C101514,Mainstream,Northeast,2023-12-29
C101515,Premium,Northeast,2024-08-13
C101516,Occasional,South,2024-10-01
C101517,Mainstream,Northeast,2024-08-05
C101518,Mainstream,Northeast,2025-01-10
C101519,Mainstream,Midwest,2023-12-07
C101520,Premium,South,2023-04-22
C101521,Value Shopper,South,2023-01-07
C101522,Mainstream,Northeast,2023-06-22
C101523,Mainstream,Northeast,2023-03-27
C101524,Premium,West,2024-03-08
C101525,Value Shopper,Northeast,2023-05-01
C101526,Mainstream,West,2022-12-30
C101527,Mainstream,West,2022-12-28
C101528,Mainstream,South,2024-10-23
C101529,Value Shopper,Northeast,2024-04-05
C101530,Mainstream,West,2023-09-24
C101531,Mainstream,South,2024-12-15
C101532,Mainstream,South,2023-01-25
C101533,Mainstream,Midwest,2025-02-25
C101534,Premium,Northeast,2024-04-26
C101535,Occasional,Northeast,2023-04-30
C101536,Value Shopper,South,2024-06-18
C101537,Occasional,South,2024-08-27
C101538,Mainstream,Midwest,2023-11-22
C101539,Value Shopper,Midwest,2024-11-18
C101540,Value Shopper,Midwest,2023-04-03
C101541,Mainstream,South,2023-07-19
C101542,Premium,West,2023-02-14
C101543,Premium,Northeast,2023-05-23
C101544,Premium,Midwest,2023-06-16
C101545,Mainstream,Northeast,2025-01-03
C101546,Mainstream,South,2023-02-01
C101547,Value Shopper,South,2023-11-21
C101548,Mainstream,West,2024-02-16
C101549,Mainstream,Northeast,2024-12-19
C101550,Value Shopper,West,2025-03-12
C101551,Value Shopper,Northeast,2024-08-19
C101552,Mainstream,South,2025-02-17
C101553,Premium,Northeast,2024-09-16
C101554,Occasional,West,2025-02-11
C101555,Occasional,South,2024-07-11
C101556,Mainstream,South,2023-02-02
C101557,Mainstream,West,2023-10-30
C101558,Mainstream,Northeast,2024-05-21
C101559,Premium,Northeast,2023-09-17
C101560,Value Shopper,West,2023-07-15
C101561,Mainstream,Midwest,2024-03-24
C101562,Occasional,Northeast,2025-01-17
C101563,Mainstream,Midwest,2022-12-27
C101564,Mainstream,South,2024-09-01
C101565,Mainstream,Northeast,2024-07-24
C101566,Value Shopper,Northeast,2025-02-11
C101567,Mainstream,Northeast,2025-01-14
C101568,Mainstream,Midwest,2024-08-26
C101569,Value Shopper,West,2024-02-06
C101570,Value Shopper,West,2023-05-18
C101571,Occasional,South,2024-02-26
C101572,Value Shopper,Northeast,2024-08-29
C101573,Mainstream,West,2024-12-16
C101574,Value Shopper,South,2024-09-18
C101575,Occasional,Northeast,2023-05-10
C101576,Value Shopper,West,2024-04-12
C101577,Mainstream,South,2023-09-02
C101578,Occasional,South,2022-12-05
C101579,Occasional,South,2023-05-14
C101580,Value Shopper,Northeast,2023-03-02
C101581,Occasional,Northeast,2024-11-02
C101582,Mainstream,South,2023-07-02
C101583,Mainstream,Northeast,2023-07-24
C101584,Value Shopper,Midwest,2025-02-08
C101585,Value Shopper,South,2023-10-11
C101586,Premium,South,2022-12-06
C101587,Mainstream,Midwest,2023-07-23
C101588,Mainstream,South,2023-03-07
C101589,Premium,West,2023-02-22
C101590,Premium,South,2023-01-31
C101591,Value Shopper,Northeast,2024-04-07
C101592,Mainstream,Northeast,2023-05-05
C101593,Value Shopper,Midwest,2023-09-26
C101594,Premium,Northeast,2024-11-18
C101595,Premium,Northeast,2023-11-18
C101596,Occasional,Northeast,2025-01-02
C101597,Value Shopper,Midwest,2024-01-18
C101598,Value Shopper,West,2023-10-28
C101599,Value Shopper,Northeast,2024-08-16
C101600,Value Shopper,South,2023-01-28
C101601,Value Shopper,South,2023-02-10
C101602,Occasional,Northeast,2024-05-26
C101603,Value Shopper,West,2024-01-09
C101604,Value Shopper,South,2024-09-19
C101605,Premium,Midwest,2025-01-02
C101606,Mainstream,South,2023-10-19
C101607,Premium,Northeast,2024-04-09
C101608,Value Shopper,South,2024-01-20
C101609,Mainstream,Northeast,2025-02-26
C101610,Value Shopper,West,2024-10-23
C101611,Value Shopper,Midwest,2024-12-30
C101612,Occasional,South,2023-06-29
C101613,Value Shopper,Northeast,2024-09-04
C101614,Mainstream,South,2023-07-08
C101615,Mainstream,South,2023-05-21
C101616,Mainstream,Midwest,2025-01-26
C101617,Occasional,South,2022-12-14
C101618,Value Shopper,Midwest,2025-02-12
C101619,Premium,West,2023-04-02
C101620,Occasional,Midwest,2024-10-13
C101621,Mainstream,West,2023-07-17
C101622,Occasional,West,2023-09-17
C101623,Value Shopper,Midwest,2023-05-28
C101624,Mainstream,Northeast,2024-03-31
C101625,Value Shopper,Midwest,2023-09-15
C101626,Premium,West,2024-05-30
C101627,Occasional,Northeast,2022-12-11
C101628,Value Shopper,South,2023-01-20
C101629,Premium,West,2023-02-19
C101630,Value Shopper,Midwest,2023-11-14
C101631,Mainstream,South,2024-10-09
C101632,Mainstream,Northeast,2024-12-10
C101633,Occasional,Northeast,2023-06-21
C101634,Mainstream,South,2024-03-22
C101635,Mainstream,Northeast,2024-08-31
C101636,Value Shopper,Northeast,2023-07-28
C101637,Value Shopper,West,2023-11-05
C101638,Value Shopper,Midwest,2024-02-09
C101639,Value Shopper,West,2023-03-21
C101640,Occasional,West,2022-12-19
C101641,Mainstream,Northeast,2023-04-05
C101642,Mainstream,Northeast,2024-05-05
C101643,Value Shopper,South,2023-01-28
C101644,Occasional,Midwest,2023-05-05
C101645,Premium,Northeast,2023-09-07
C101646,Value Shopper,South,2023-02-01
C101647,Premium,Northeast,2023-05-07
C101648,Mainstream,West,2024-12-29
C101649,Value Shopper,Northeast,2022-12-14
C101650,Mainstream,Northeast,2024-05-27
C101651,Mainstream,Northeast,2023-10-16
C101652,Value Shopper,West,2024-06-12
C101653,Occasional,South,2024-04-03
C101654,Occasional,West,2023-06-03
C101655,Premium,Midwest,2024-11-05
C101656,Mainstream,Midwest,2024-01-13
C101657,Mainstream,Northeast,2024-10-16
C101658,Premium,Midwest,2023-11-03
C101659,Mainstream,South,2025-03-01
C101660,Value Shopper,South,2024-09-02
C101661,Mainstream,Northeast,2025-02-13
C101662,Occasional,West,2024-02-01
C101663,Mainstream,Northeast,2023-12-29
C101664,Value Shopper,West,2024-08-21
C101665,Premium,Northeast,2024-12-03
C101666,Value Shopper,Midwest,2025-02-11
C101667,Value Shopper,Midwest,2023-08-26
C101668,Value Shopper,Midwest,2024-09-26
C101669,Mainstream,South,2023-05-23
C101670,Premium,Midwest,2024-02-27
C101671,Mainstream,Midwest,2023-04-27
C101672,Value Shopper,South,2023-09-15
C101673,Occasional,South,2025-01-15
C101674,Occasional,West,2023-03-30
C101675,Occasional,Northeast,2024-05-09
C101676,Value Shopper,South,2024-04-06
C101677,Mainstream,South,2023-03-09
C101678,Occasional,Midwest,2023-08-28
C101679,Premium,Midwest,2024-03-12
C101680,Value Shopper,Midwest,2023-05-03
C101681,Value Shopper,Northeast,2024-09-27
C101682,Mainstream,Northeast,2025-02-18
C101683,Occasional,Northeast,2023-05-26
C101684,Mainstream,South,2023-05-03
C101685,Mainstream,South,2023-12-14
C101686,Value Shopper,West,2024-08-14
C101687,Premium,South,2023-07-21
C101688,Occasional,Northeast,2022-12-14
C101689,Mainstream,West,2024-02-23
C101690,Premium,West,2025-02-05
C101691,Occasional,Midwest,2023-10-21
C101692,Value Shopper,South,2023-11-15
C101693,Mainstream,West,2025-02-15
C101694,Value Shopper,South,2024-07-01
C101695,Premium,West,2024-07-21
C101696,Mainstream,Northeast,2024-03-12
C101697,Mainstream,Northeast,2025-02-20
C101698,Premium,Midwest,2024-06-26
C101699,Mainstream,South,2024-12-16
C101700,Occasional,West,2024-07-05
C101701,Mainstream,West,2024-08-04
C101702,Value Shopper,Midwest,2023-07-29
C101703,Premium,Northeast,2023-08-09
C101704,Premium,West,2024-09-13
C101705,Mainstream,South,2023-08-03
C101706,Occasional,Northeast,2024-03-12
C101707,Occasional,Midwest,2023-06-24
C101708,Value Shopper,South,2024-10-11
C101709,Occasional,South,2023-02-28
C101710,Value Shopper,Midwest,2024-10-22
C101711,Value Shopper,Midwest,2024-04-15
C101712,Value Shopper,West,2023-05-03
C101713,Occasional,South,2024-02-24
C101714,Premium,Midwest,2023-07-22
C101715,Value Shopper,Midwest,2023-08-26
C101716,Mainstream,South,2023-09-18
C101717,Mainstream,Northeast,2023-01-20
C101718,Value Shopper,Northeast,2025-03-02
C101719,Occasional,South,2022-12-24
C101720,Occasional,Midwest,2024-06-04
C101721,Mainstream,South,2023-10-05
C101722,Occasional,Northeast,2024-05-21
C101723,Mainstream,South,2023-09-22
C101724,Occasional,Midwest,2024-06-13
C101725,Premium,Northeast,2024-07-30
C101726,Mainstream,Northeast,2024-06-27
C101727,Value Shopper,West,2023-03-03
C101728,Occasional,West,2024-05-30
C101729,Mainstream,Northeast,2023-07-20
C101730,Value Shopper,South,2022-12-22
C101731,Value Shopper,South,2023-11-10
C101732,Mainstream,West,2023-11-26
C101733,Mainstream,Midwest,2023-12-24
C101734,Premium,South,2024-07-09
C101735,Occasional,Northeast,2023-08-13
C101736,Value Shopper,Midwest,2023-08-19
C101737,Premium,West,2023-01-17
C101738,Value Shopper,South,2024-06-24
C101739,Occasional,Midwest,2024-03-16
C101740,Occasional,Northeast,2023-09-16
C101741,Mainstream,South,2024-07-09
C101742,Premium,South,2024-02-20
C101743,Mainstream,Midwest,2023-12-26
C101744,Mainstream,West,2024-01-29
C101745,Occasional,Northeast,2024-05-13
C101746,Mainstream,Midwest,2024-06-02
C101747,Mainstream,West,2023-07-28
C101748,Mainstream,Midwest,2023-03-25
C101749,Occasional,Northeast,2023-04-08
C101750,Mainstream,South,2024-05-15
C101751,Value Shopper,West,2024-11-27
C101752,Premium,Northeast,2023-11-06
C101753,Occasional,West,2023-04-19
C101754,Value Shopper,South,2024-08-22
C101755,Value Shopper,Northeast,2024-10-24
C101756,Value Shopper,South,2024-12-03
C101757,Mainstream,Midwest,2024-04-18
C101758,Mainstream,Midwest,2024-11-17
C101759,Premium,South,2022-12-10
C101760,Premium,West,2023-02-25
C101761,Mainstream,Northeast,2023-02-13
C101762,Mainstream,Midwest,2024-07-16
C101763,Occasional,Midwest,2023-01-25
C101764,Mainstream,Midwest,2024-01-16
C101765,Occasional,Midwest,2023-12-29
C101766,Mainstream,Northeast,2023-08-15
C101767,Value Shopper,South,2024-11-25
C101768,Premium,Midwest,2023-04-19
C101769,Mainstream,Northeast,2023-09-19
C101770,Premium,West,2024-09-05
C101771,Value Shopper,West,2022-12-23
C101772,Value Shopper,Midwest,2024-06-12
C101773,Occasional,Midwest,2024-10-11
C101774,Value Shopper,South,2025-01-16
C101775,Occasional,Midwest,2024-11-30
C101776,Value Shopper,Northeast,2023-08-22
C101777,Mainstream,South,2024-04-01
C101778,Premium,Northeast,2023-01-31
C101779,Mainstream,Northeast,2023-07-02
C101780,Mainstream,Northeast,2023-02-14
C101781,Value Shopper,Northeast,2023-08-19
C101782,Value Shopper,Northeast,2024-11-29
C101783,Mainstream,West,2023-09-14
C101784,Premium,Midwest,2024-03-11
C101785,Occasional,Northeast,2023-11-26
C101786,Occasional,Northeast,2023-12-17
C101787,Premium,West,2025-02-16
C101788,Premium,South,2023-08-03
C101789,Premium,Midwest,2024-05-05
C101790,Value Shopper,West,2023-11-15
C101791,Occasional,Midwest,2023-01-18
C101792,Premium,Midwest,2024-01-11
C101793,Mainstream,Northeast,2024-10-08
C101794,Value Shopper,Midwest,2023-02-18
C101795,Mainstream,Midwest,2023-01-25
C101796,Mainstream,South,2023-04-05
C101797,Occasional,Midwest,2024-08-28
C101798,Mainstream,South,2024-07-25
C101799,Mainstream,Northeast,2024-03-14
C101800,Occasional,Northeast,2023-12-25
C101801,Value Shopper,Midwest,2024-12-10
C101802,Mainstream,West,2024-08-30
C101803,Value Shopper,Midwest,2024-10-07
C101804,Premium,South,2024-10-08
C101805,Occasional,Northeast,2024-05-18
C101806,Value Shopper,Northeast,2023-12-16
C101807,Occasional,Northeast,2024-11-20
C101808,Value Shopper,Midwest,2025-01-10
C101809,Occasional,Northeast,2022-12-17
C101810,Premium,Northeast,2023-01-10
C101811,Occasional,South,2025-02-07
C101812,Value Shopper,Northeast,2023-07-18
C101813,Occasional,South,2024-11-27
C101814,Premium,Midwest,2023-10-19
C101815,Mainstream,South,2023-03-07
C101816,Occasional,South,2023-02-03
C101817,Value Shopper,Midwest,2023-04-08
C101818,Occasional,Midwest,2023-06-25
C101819,Value Shopper,South,2024-01-10
C101820,Premium,West,2024-07-06
C101821,Mainstream,Northeast,2025-03-02
C101822,Value Shopper,Northeast,2023-12-02
C101823,Value Shopper,West,2024-02-04
C101824,Value Shopper,Midwest,2024-02-07
C101825,Mainstream,South,2024-02-22
C101826,Mainstream,Midwest,2024-02-03
C101827,Mainstream,Northeast,2022-12-05
C101828,Value Shopper,South,2022-11-29
C101829,Value Shopper,South,2023-02-17
C101830,Premium,Northeast,2023-02-21
C101831,Value Shopper,Midwest,2024-07-09
C101832,Occasional,South,2023-05-18
C101833,Occasional,South,2024-12-15
C101834,Premium,Northeast,2025-01-13
C101835,Mainstream,South,2025-02-21
C101836,Occasional,South,2025-01-21
C101837,Value Shopper,South,2023-07-13
C101838,Value Shopper,South,2024-01-28
C101839,Value Shopper,Northeast,2023-04-24
C101840,Premium,South,2024-10-02
C101841,Value Shopper,South,2024-12-10
C101842,Mainstream,Northeast,2024-11-09
C101843,Occasional,Midwest,2023-11-26
C101844,Occasional,Midwest,2024-08-23
C101845,Mainstream,South,2023-02-17
C101846,Value Shopper,Northeast,2022-12-31
C101847,Occasional,South,2024-08-19
C101848,Mainstream,West,2023-11-19
C101849,Value Shopper,South,2025-03-10
C101850,Value Shopper,West,2023-02-17
C101851,Occasional,West,2024-11-13
C101852,Premium,Northeast,2024-01-03
C101853,Occasional,South,2024-10-20
C101854,Occasional,Midwest,2024-10-11
C101855,Mainstream,West,2025-01-02
C101856,Mainstream,Northeast,2023-08-04
C101857,Mainstream,West,2025-01-30
C101858,Mainstream,South,2023-04-04
C101859,Mainstream,South,2023-02-04
C101860,Premium,Northeast,2023-11-24
C101861,Mainstream,Northeast,2024-10-21
C101862,Occasional,South,2023-12-29
C101863,Mainstream,Northeast,2024-10-21
C101864,Mainstream,West,2024-07-30
C101865,Mainstream,Northeast,2023-05-22
C101866,Mainstream,South,2025-01-30
C101867,Premium,Midwest,2023-01-17
C101868,Value Shopper,South,2024-12-18
C101869,Mainstream,South,2023-08-10
C101870,Value Shopper,Midwest,2024-01-20
C101871,Mainstream,Northeast,2023-11-16
C101872,Mainstream,Northeast,2023-04-20
C101873,Premium,South,2023-09-24
C101874,Occasional,South,2023-05-08
C101875,Mainstream,South,2023-05-17
C101876,Premium,South,2023-05-03
C101877,Mainstream,Midwest,2024-01-10
C101878,Mainstream,Midwest,2024-09-25
C101879,Value Shopper,Northeast,2024-03-17
C101880,Value Shopper,Midwest,2024-12-14
C101881,Mainstream,West,2024-05-13
C101882,Mainstream,West,2024-06-26
C101883,Value Shopper,Midwest,2024-06-08
C101884,Value Shopper,South,2023-12-09
C101885,Value Shopper,West,2024-06-26
C101886,Occasional,Midwest,2023-01-25
C101887,Mainstream,Northeast,2024-11-16
C101888,Mainstream,Northeast,2024-09-08
C101889,Value Shopper,South,2023-06-21
C101890,Mainstream,West,2024-08-31
C101891,Value Shopper,South,2022-12-08
C101892,Value Shopper,Northeast,2023-05-29
C101893,Mainstream,Northeast,2023-01-21
C101894,Value Shopper,South,2024-09-10
C101895,Value Shopper,West,2024-08-21
C101896,Value Shopper,South,2024-10-08
C101897,Value Shopper,South,2022-12-01
C101898,Value Shopper,Northeast,2024-01-21
C101899,Mainstream,West,2024-07-09
C101900,Occasional,South,2023-04-07
C101901,Mainstream,Northeast,2024-05-24
C101902,Mainstream,South,2023-02-06
C101903,Value Shopper,Northeast,2023-04-28
C101904,Occasional,Northeast,2023-12-31
C101905,Mainstream,Northeast,2024-05-27
C101906,Value Shopper,Northeast,2023-03-30
C101907,Mainstream,Midwest,2023-05-02
C101908,Value Shopper,Midwest,2023-05-18
C101909,Mainstream,South,2023-06-16
C101910,Mainstream,Midwest,2023-06-05
C101911,Occasional,Northeast,2023-10-25
C101912,Mainstream,Northeast,2024-05-27
C101913,Premium,South,2023-11-30
C101914,Occasional,Midwest,2024-09-07
C101915,Value Shopper,Midwest,2024-07-21
C101916,Value Shopper,West,2023-03-14
C101917,Mainstream,South,2023-01-07
C101918,Mainstream,West,2024-12-01
C101919,Mainstream,Midwest,2023-02-02
C101920,Occasional,Northeast,2023-04-01
C101921,Premium,South,2022-12-16
C101922,Mainstream,Northeast,2024-05-06
C101923,Mainstream,Midwest,2024-03-29
C101924,Occasional,Northeast,2025-03-03
C101925,Occasional,West,2024-12-09
C101926,Occasional,Northeast,2023-11-07
C101927,Value Shopper,West,2023-10-05
C101928,Mainstream,West,2023-08-03
C101929,Value Shopper,Midwest,2023-04-04
C101930,Value Shopper,South,2023-03-23
C101931,Value Shopper,South,2023-03-18
C101932,Mainstream,West,2023-03-03
C101933,Premium,Midwest,2023-06-17
C101934,Value Shopper,South,2023-08-11
C101935,Mainstream,Midwest,2025-02-09
C101936,Mainstream,West,2024-03-25
C101937,Mainstream,Midwest,2025-03-03
C101938,Value Shopper,Midwest,2023-10-06
C101939,Mainstream,South,2023-12-16
C101940,Premium,West,2023-08-26
C101941,Value Shopper,South,2023-04-30
C101942,Value Shopper,Northeast,2023-03-27
C101943,Mainstream,Midwest,2025-01-26
C101944,Occasional,West,2025-03-02
C101945,Premium,South,2023-01-04
C101946,Premium,West,2023-04-02
C101947,Mainstream,Northeast,2023-11-17
C101948,Mainstream,Midwest,2023-05-03
C101949,Value Shopper,South,2023-09-28
C101950,Mainstream,West,2023-03-16
C101951,Occasional,Northeast,2023-12-15
C101952,Mainstream,West,2023-07-13
C101953,Occasional,South,2023-09-18
C101954,Premium,Northeast,2023-02-15
